,감정_대분류,content,label,Emotion
2722,상처,부부싸움을 하면 아이들이 꼭 아내 편을 들면서 나한테 뭐라고 하는 데 정말 섭섭해.,1,
2723,분노,남자친구와 약속을 했는데 약속을 지키지 못했어. 남자친구에게 너무 미안해.,1,
2724,슬픔,어떡해. 세금계산서를 잘못 발행해서 수정해야 하는데 뭐부터 해야 할지 하나도 모르겠어!,1,
2725,상처,허리디스크가 심해서 사회생활을 하기 어렵고 자꾸만 위축돼.,1,
2726,슬픔,낮은 소득으로 경제적으로 문제가 있어. 너무 생각이 많아.,1,
2727,슬픔,내 나이 육십이 넘었는데 집도 한채 없고 모아 놓은 돈도 별로 없다는게 슬퍼.,1,
2728,불안,딸이 임신을 했는데 엄마인 나는 아무것도 해 줄 수가 없어서 마음이 불편해.,1,
2729,상처,남성 갱년기가 더 무섭다더니 모든 사람이 싫고 의심스러워.,1,
2730,분노,이 나이에 철이 없어 보일 수도 있겠지만 나는 폼나게 사는데 늘 중점을 두었어.,1,
2731,,92억.. 그돈이면 진짜많은걸 할 수 있을텐데ㅠㅠ,1,슬픔
2732,불안,김 씨가 자꾸 내 질환에 대해 물어서 사람들이 아는 게 너무 불안해.,1,
2733,분노,오늘 다단계 업자가 글쎄 내가 노인이라고 이용해먹으려고 하려는 걸 화가 나서 내쫓았어.,1,
2734,분노,나 완전히 미쳐버릴 거 같아.,1,
2735,슬픔,나도 당뇨로 몸이 안 좋은데 남편이 치매까지 걸렸어. 둘 다 늙어서 아픈 상황이 너무 슬퍼.,1,
2736,상처,내 친구들이 모두 내 애인을 싫어하더라고. 중요한 상황에서 믿음직하지 못할 것 같은 사람이래.,1,
2737,,허벅지 너무 아파서 다리 풀어주다가 해야될것같아요 ㅠㅜ,1,슬픔
2738,상처,결혼 후에 삶이 더 힘들어졌어. 대학원을 병행하니 아내가 힘들어해.,1,
2739,불안,회사의 급식을 먹고 식중독에 걸린 후에 트라우마에 걸렸어.,1,
2740,, 괜히 의미부여를 하는건가 싶기도 한데..,1,슬픔
2741,슬픔,부모가 버린 손자를 혼자 두고 죽으려니 애통해.,1,
2742,슬픔,내 자식이 나보다 먼저 세상을 떠났다는 소식을 접해서 너무나 슬퍼.,1,
2743,상처,아는 형님이 회사가 부도가 나는 바람에 졸지에 거지가 되었지 뭐야. 큰일이야.,1,
2744,슬픔,나이가 드니까 일을 하고 싶어도 써 주는 데가 없어. 그래서 정말 내가 나이가 많다고 하는 생각을 하게 되네.,1,
2745,상처,면접을 너무 잘 봐서 무조건 합격일 줄 알았는데 탈락했어.,1,
2746,불안,건강이 좋지 않아 경제적 손실이 커 걱정입니다.,1,
2747,슬픔,어제 또 면접에서 떨어졌어. 어떡하면 좋을까.,1,
2748,불안,나도 모르게 자꾸 후배에게 거짓말을 하게 돼. 언젠가는 들킬 것 같아서 무서워.,1,
2749,슬픔,나이 들고 돈도 없으니 서러워. 다른 사람들은 다들 나보다 부자인 것 같아.,1,
2750,상처,우리 부부가 결혼한다고 했을 때 주변 사람들이 곱지 않은 시선으로 바라봐서 속상해.,1,
2751,슬픔,회사 사람이 사직서를 냈어.,1,
2752,슬픔,딸이 지난주에 결혼을 했는데 마음이 슬프고 싱숭생숭해.,1,
2753,분노,자식들이 결혼을 하면서 주는 용돈이 줄어들고 있어.,1,
2754,상처,나 요즘 너무 어려워.,1,
2755,슬픔,어렵게 수소문해서 오래 전 헤어진 형님 집을 찾아갔더니 암으로 돌아가셨대. 이렇게 허무하고 속상할 수가 없어.,1,
2756,,제가 이러면 우리 둘한테 더 힘들다고 했어요...,1,슬픔
2757,슬픔,우리 언니는 공부도 잘하는데다 예뻐서 나는 항상 비교당하니까 슬퍼.,1,
2758,상처,아내가 내 병 간호가 힘들어서 나를 요양병원에 보내려고 고민했다고 말했어.,1,
2759,슬픔,매년 나만 아내 선물을 열심히 고민하는데 아내는 내 생일을 잘 기억도 못 하는 것 같아서 서운해.,1,
2760,슬픔,회사가 바빠 은퇴식도 못하고 갈 거 같아.,1,
2761,분노,난 정말 못난 사람인 거 같아.,1,
2762,상처,내가 학교에서 따돌림 받는데 오늘은 맞기까지 했어.,1,
2763,불안,아내가 아이를 갖자고 하는데 아이 키우는 친구들이 많이 힘들어하는 것 같아서 아이 낳는 것이 조심스러워.,1,
2764,,혹시나 연락이 올까 내가 다시 그립다고 보고싶다고 올까 하는마음때문에미치겠네요.,1,슬픔
2765,분노,우리 반에 괴롭힘당하는 친구가 있는데 돕고는 싶지만 용기가 나질 않아. 난 너무 비겁해.,1,
2766,분노,엄마가 나더러 또 결혼하래. 아 너무 스트레스받아.,1,
2767,불안,결혼은 왜 이리 힘든 거야? 왜 이리 복잡한 건지 포기하고 싶고 목표가 흐릿해져.,1,
2768,분노,살을 빼려는 친구에게 살찌는 음식을 잔뜩 줬어.,1,
2769,분노,오늘 내 아래로 신입이 들어왔는데 여간 성가신 게 아니야.,1,
2770,분노,가족이 나를 돈 버는 기계로만 보는 것에 화가 나서 은퇴했다는 사실을 숨기고 혼자 놀러 다녔어.,1,
2771,불안,요즘 너무 힘들어.,1,
2772,분노,따돌림 시키는 애들이 이젠 내 밥까지 손대네. 오늘도 아무것도 못먹었는데 진짜 너무 화가 나.,1,
2773,상처,나를 괴롭히는 애들이 있는데 그 애들이 내 친한 친구의 물건을 훔치고는 나를 도둑으로 몰아갔어.,1,
2774,분노,요즘 아들이 종종 나를 다른 집 아빠랑 비교하는 게 불편해.,1,
2775,분노,딸 성적이 크게 떨어졌는데 위로해주기는커녕 너무 혼내기만 한 것 같아서 미안해.,1,
2776,불안,딸이 갑자기 남자친구를 소개해준다고 해서 놀랐어.,1,
2777,,아주 초초기증상이요 ㅠ.ㅠ,1,슬픔
2778,슬픔,앞으로 내가 뭘 해야 할지 도저히 모르겠어. 몸이 불편해서 할 수 있는 것도 한정적이고.,1,
2779,, 요즘 너무 스트레스 받아서,1,슬픔
2780,,그래서 언제 올지 모르는 기약없는 기다림을 해야하는데지금 무지 잠이 쏟아지고 있음....,1,슬픔
2781,분노,생활비가 부족해져서 살고 있는 집을 처분해야 할 것 같아. 너무 힘들다.,1,
2782,불안,열심히 진행한 프로젝트를 다른 팀에 넘기라는 지시를 받았어.,1,
2783,, 미친듯이 울던 네 모습이 지워지지가 않네.,1,슬픔
2784,,진짜 밑바닥이 어디까지니??,1,슬픔
2785,상처,애인과 돈이 없어서 남들 다 챙기는 기념일을 챙겨본 기억이 없어.,1,
2786,불안,내가 지금 한 여자의 인생을 망치고 있는 건 아닌지 두려워.,1,
2787,분노,부모님과 우리 아이를 돌보는데 내가 당뇨가 있어서 힘들어. 내가 한심하고 실망스러워.,1,
2788,불안,이렇게 이력서를 많이 뿌리는데도 취업은커녕 면접 연락도 안 와.,1,
2789,분노,친구랑 싸워서 짜증 나. 왜 그러는지 모르겠어.,1,
2790,상처,친한 친구들이 갑자기 나를 따돌리기 시작해서 너무 속상해.,1,
2791,상처,우리 회사는 실적을 너무 중요시해서 회사 다니는 게 너무 스트레스야.,1,
2792,불안,요즘 친구들이 자꾸 이상한 모임에 자꾸 불러들이려고 해서 스트레스받아.,1,
2793,슬픔,동기는 명절에 어머님 선물을 드린다던데 나는 되레 용돈을 받았어.,1,
2794,슬픔,작년에는 손위 시누이와 우리 딸아이들과 함께 외국 여행을 갔었어. 자유 여행으로 간 거라서 버스나 지하철을 타고 다니며 고생을 해서 살이 다 빠졌네.,1,
2795,상처,어떻게 이런 일이 있을 수가 있지?,1,
2796,슬픔,아픈 몸을 이끌고 나와서 일하는 것도 서러워 죽겠는데 사장한테 잔소리까지 들으니 너무 서러워.,1,
2797,분노,요즘 내가 야뇨증이 심해서 의도치 않게 자다가 실수를 많이 하는데 아내가 지나치게 나무라서 화가 나.,1,
2798,슬픔,열심히 공부해도 성적이 낮은 나 자신이 한심하고 불행해.,1,
2799,상처,나의 가장 친한 남편과 친척이 죽어서 너무 절망적이야.,1,
2800,불안,몇년 후면 퇴직인데 사실 뭘 해야할지 모르겠어.,1,
2801,상처,나는 자식이랑 연락이 끊겼는데 아플 때 찾아오는 자식이 있는 노인정 사람들이 부럽네.,1,
2802,슬픔,친하게 지낼 수 있을 거 같던 친구가 오늘 다른 애들이랑 나를 따돌려서 너무 속상해.,1,
2803,슬픔,요즘 집에 들어가도 말 붙여주는 사람이 없으니 우울하네.,1,
2804,불안,우리 아이는 내가 많이 무서운가 봐. 말을 통 안 해.,1,
2805,분노,옆집 아주머니가 마주칠 때마다 나에게 왜 아직도 결혼을 안 하냐고 만날 때마다 물어봐서 진짜 짜증나.,1,
2806,슬픔,딸이 나를 보러 오다 사고로 병원에 이송 중이라는 연락을 받았어.,1,
2807,상처,결혼식에 꼭 와줬으면 했던 친구가 오지 않아서 서운해.,1,
2808,,빨리...의료기술이 발전해서...눈도 뜨시고...근육병도 완치돼길 빌어보네요,1,슬픔
2809,분노,노망난 남편이 또 귀찮게 굴까 봐 오늘 어쩔 수 없이 밥을 차려주었어.,1,
2810,,이기적인 유전자 강동원 ㅠ0,1,슬픔
2811,슬픔,요양원에 연로하신 어머님이 몇 년을 계시는데 요즘 코로나로 인해 자주 못가서 마음이 아파.,1,
2812,슬픔,직원들과 친해지기가 어려워서 힘드네.,1,
2813,상처,난 무척 우울한 것 같아.,1,
2814,불안,밤마다 여자친구랑 연락이 잘 안 되어서 짜증 나.,1,
2815,불안,나는 지금 잘하는 것도 없는데 앞으로도 없으면 어떡하지?,1,
2816,분노,결혼하는 친구들을 보면 준비 비용이 너무 많이 들더라고. 나는 그렇게 돈이 없어서 너무 낙담이 돼.,1,
2817,슬픔,가족이 지겨워.,1,
2818,슬픔,요즘 들어 너무 몸이 안 좋아.  절망적이야.,1,
2819,불안,내 몸이 아픈데 누가 누굴 신경 쓰라는 거야. 우리 딸은 대체 왜 이렇게 버릇이 없는지!,1,
2820,불안,당뇨는 다른 병보다 약값이 많이 들어 항상 씀씀이를 자제해야 하는 것 때문에 너무 불안해.,1,
2821,분노,내가 건강이 썩 좋지가 않지만 그래도 빌빌거리는 건 아닌데 말이야.,1,
2822,,잠이 안와하...,1,슬픔
2823,불안,부모님이 나를 보육원에 버릴 건가 봐. 너무 불안하고 무서워.,1,
2824,불안,나는 학교에서 학우들에게 괴롭힘 당하는 친구를 볼 때마다 도와줄 용기가 없다는 것이 많이 답답해.,1,
2825,상처,어제 오랜만에 몸무게를 재봤어.,1,
2826,불안,요즘은 사는 이유를 전혀 모르겠어. 웃을 만한 일도 하나도 없는데 계속 살아야하나?,1,
2827,슬픔,학업 잘하는 애만 대접받는 이런 세상이 꼭 필요가 있을까.,1,
2828,상처,최근 너무 힘들어.,1,
2829,슬픔,할 일도 없이 어슬렁거리며 생각 없이 있을 때면 슬픈 마음이 생기네.,1,
2830,상처,내가 지금까지 고민하고 정했던 진로가 향후에 없어질 직종이라고 그러더라.,1,
2831,슬픔,여자 친구와 데이트 중 마주친 전 여자 친구가 내 여자 친구와 동창이라 당황했어.,1,
2832,상처,요즈음 정신적 스트레스가 심해서인지 머리가 많이 빠지는 것 같아.,1,
2833,분노,아내와 이야기할 때 학교 이야기가 나오면 열등감을 느껴.,1,
2834,슬픔,대학에 진학하고 싶은데 부모님은 금전이 없다고 취직하라고 하셔. 너무 우울해.,1,
2835,불안,학교 폭력 때문에 학교에 가면 너무 불안해.,1,
2836,슬픔,선천적으로 몸이 성치 않은 곳이 있어 일 구하기가 쉽지 않아.,1,
2837,분노,팀장님이 나한테만 이 과제를 줬는데 너무 부당한 것 같아.,1,
2838,슬픔,우리 반에 따돌림 당하는 친구가 있는데 모른척 하려니 미안해. 방관자가 되어버려서 우울해.,1,
2839,슬픔,아들의 결혼으로 비어버린 통장 잔고를 보니 한숨이 나와.,1,
2840,상처,은퇴 후에 딱히 해볼 만한 것도 없고 모아놓은 돈도 별로 없어서 큰일이네.,1,
2841,분노,하루아침에 나 자신이 살아온 게 다 없어지고 내가 쭈그러드는 느낌이야.,1,
2842,불안,나 짜증이 나서 견딜 수가 없어.,1,
2843,불안,이번달 월세 내고 나면 통장에 잔고가 얼마 안남아서 걱정이야.,1,
2844,분노,난 진짜 교사가 안 맞는 직업이야. 애들 가르치는 것도 너무 못하고 바보 같아.,1,
2845,불안,난 왜 취업을 못 할까?,1,
2846,불안,아빠가 나를 부르더니 아무런 말씀도 없이 회초리를 꺼내셔서 불안했어.,1,
2847,불안,상사가 부담스러운 제안을 했는데 거절했거든. 그런데 상사가 이걸 나쁘게 생각할까 봐 불안해.,1,
2848,슬픔,점점 우울증이 심해지고 있어. 하루하루가 우울해.,1,
2849,,우리의 신뢰와 믿음은 언제나 절망이 되어 되돌아왔다.,1,슬픔
2850,슬픔,내가 다리를 다쳤는데 그것 때문에 친구들과 잘 어울리지 못하는 것 같아 너무 서러워.,1,
2851,상처,여자친구가 연락이 되지 않아 슬퍼.,1,
2852,분노,부모님께 내가 따돌림 당한다는 걸 말했는데 정말 괴로웠어.,1,
2853,,싸이트에는 연령-무 라고 기재해놓고 전화 했더니 죄송합니다.,1,슬픔
2854,,와 돈많이벌엇겠다..,1,슬픔
2855,분노,아내랑 점점 대화가 줄어들고 있어.,1,
2856,상처,다리가 아파서 걱정이야.,1,
2857,상처,건강 검진을 받았는데 의사 선생님이 신체를 돌보지 않으면 질병이 생길지도 모른대. 걱정스러워.,1,
2858,불안,교통사고 때문에 장애가 생겨서 일을 못 하게 되었어. 이제 그냥 장애가 있는 노인이야.,1,
2859,슬픔,암 때문에 부모님으로부터 완전히 독립할 수가 없는 상황이라 혼란스러워.,1,
2860,, 두렵고 고통스럽고 사는것도 고통인데 죽는다는건 얼마나 고통스러워야할까요? ㅠ,1,슬픔
2861,불안,지금 나는 말도 제대로 안 나오는데 자식들이 내 돈을 가져갈까 봐 불안해.,1,
2862,, 너무힘들다.,1,슬픔
2863,분노,이제 곧 성인인데 아직도 진로를 정하지 못한 내가 지긋지긋해.,1,
2864,불안,부모와 자녀를 동시에 부양해야 하는 상황이라 너무 초조해.,1,
2865,불안,돈이 없으니까 사람도 안 만나게 되고 날 만나려 들지도 않는 것 같아.,1,
2866,분노,도대체 코로나는 언제 종식되는 거야?,1,
2867,상처,요즘 친구들을 만나기가 힘들어.,1,
2868,불안,나이만 들어서 자꾸 아프기만 하니까 자식들에게 고개를 못 들겠어.,1,
2869,슬픔,엄마가 우울증 때문에 힘드셔서 나를 신경 쓰지 않는 게 슬퍼.,1,
2870,슬픔,지난번보다 모의고사 성적이 떨어졌어. 열심히 했는데 성적이 안 나와서 울고 싶어.,1,
2871,불안,리서치 회사에서 이십 년간 일을 했더니 골병이 다 들었어,1,
2872,슬픔,몸 상태가 좋지 않은데 병원비가 너무 부담되는 금액이라 병원에 가기 어려워.,1,
2873,불안,난 나이가 많은 여성이라서 돈을 벌기 쉽지 않고 취약해.,1,
2874,슬픔,곧 출산을 앞두고 있어.,1,
2875,, 더이상 연락 안하고 싶어지면 좋겠다..,1,슬픔
2876,,저는 주어진 일은 잘한다고 생각하는데그걸 회의때 말을 못해서 어필이 안되네요,1,슬픔
2877,분노,정말 나만 안달하나 봐. 안달이 나서 미칠 거 같아.,1,
2878,분노,신입들이 결재를 올릴 때 인사 말도 없이 하고 싶은 말만 하고 보내서 황당하고 어이없어.,1,
2879,슬픔,친한 친구가 교통사고를 당해서 많이 다쳤어. 당황스러워서 마음을 가눌 수가 없어.,1,
2880,상처,이번에 결혼하는 친구 남편이 완전 내 이상형이더라.,1,
2881,상처,결혼할 사람이 있었는데 바람피우다가 나한테 걸렸어.,1,
2882,불안,배우자가 술을 마시면 가끔 말도 험해지고 손도 올라가서 힘들어,1,
2883,,너무 고민되네요,1,슬픔
2884,상처,폐 기능에 문제가 생겼대.,1,
2885,,살빼야겟죠...,1,슬픔
2886,상처,내가 몸이 약해져서 그런가 아내가 자꾸 나에게 욕을 하고 때려. 너무 불행해.,1,
2887,, 저 부위만 살이쪄서 튀어나와 있거든ㅠㅠ,1,슬픔
2888,슬픔,나이가 들어 관절염이 생겼어. 왜 나한테 이런 일이 생겼을까?,1,
2889,분노,친구들한테 따돌림당하는 게 속상해서 나도 모르게 형한테 툴툴거린 게 후회돼.,1,
2890,분노,티브이에서 노후준비 얘기가 나오는데 남편 반응이 너무 황당했어.,1,
2891,불안,요즈음 날씨가 정말 좋다네.,1,
2892,, 재꿈은 광고디자이너입니다하지만 정말고민인것은 재실력이 형편이없습니다.....,1,슬픔
2893,분노,진짜 요즘 짜증나.,1,
2894,불안,요즘 따돌림을 당하고 있어서 힘들어.,1,
2895,분노,나는 왜 이렇게 못났을까? 다들 나를 싫어할 거 같다는 생각에 죽고 싶은 마음이야.,1,
2896,상처,우리 아들이 공부를 잘한다고 생각했는데 이번에 담임 선생님 면담하고 너무 충격받았어.,1,
2897,불안,친구와 같이 시작한 일인데 다른 소득으로 친구와 싸운 뒤 직업에 대한 흥미를 상실했어.,1,
2898,상처,수술비가 모자라서 누군가에게 빌려야 하는 상황이 너무 괴로워.,1,
2899,슬픔,저번 학기 때보다 성적이 떨어져서 선생님한테 한소리 들었어.,1,
2900,상처,아내가 죽고 나서 아무것도 안 하고 싶어졌어. 나에게는 희망이 없는 것 같아,1,
2901,상처,난 분명 제대로 휴가를 쓰고 병원에 가서 치료 받았는데 무단결근 처리가 돼서 월급이 깎였어.,1,
2902,슬픔,남편에게 충격적인 얘길 들었어. 매우 슬프고 힘드네.,1,
2903,불안,택배기사가 되는 게 꿈인데 금일 학교에서 선생님이 택배기사는 공부 못하는 아이들이나 하는 거라고 하셔서 화가 나고 당혹스러웠어,1,
2904,상처,혼자 사는데 나이 들어 노후가 걱정이야.,1,
2905,상처,돈이 든다는 사실 때문에 일을 안 하는 친구들은 만나기가 어려워.,1,
2906,슬픔,벌이는 적은데 애들도 키워야 하고 부모님도 모셔야 하니 너무 버거워.,1,
2907,,살이많이쪄서 다이어트를 해야하는데 의지가없어요,1,슬픔
2908,상처,오늘 놀다 들어간다고 엄마한테 연락 했는데 씹혔어. 한 번씩 그럴 때마다 너무 속상해.,1,
2909,분노,코로나가 기승을 부리고 있어서 외출을 못하고 있어서 너무 답답해.,1,
2910,불안,내 약이랑 아내 약이 섞이지 않게 분리해서 약통에 넣어야 하는 이 상황이 처량하다. 어쩌다 우리가.,1,
2911,상처,고지혈증이 심해서 약을 먹어야 하는데 왜 고지혈증이 된 걸까?,1,
2912,슬픔,어딜 가나 돈이 문제야. 이제는 음식도 맛보다는 가격을 먼저 보게 돼.,1,
2913,상처,요즘 나이가 들어서 그런지 통 기력이 없어.,1,
2914,불안,슬슬 늙어가는 것 때문인 건지 몸이 불편해지고 있어. 너무 슬프고 속상해.,1,
2915,상처,언젠가는 독립해야 될 텐데 그게 언제가 될지 모르겠어.,1,
2916,, 이게 참 힘드네요,1,슬픔
2917,슬픔,나 너무나 슬프네.,1,
2918,,영화보는 1시간30분동안 5명더나가셨네~,1,슬픔
2919,불안,간 이식 수술을 앞두고 있으니 다른 어떤 것에도 집중할 수가 없어.,1,
2920,분노,우리 집은 가난해서 장학금이 꼭 필요한데 친구들보다 시험을 못 본 것 같아.,1,
2921,슬픔,나는 애인과 결혼을 하고 싶은데 애인은 결혼에 부정적인 반응을 보여서 너무 우울해.,1,
2922,슬픔,남편이 갑작스레 사망하고 우울증이 왔어. 이 상황이 너무 힘들고 슬퍼.,1,
2923,슬픔,딸이 울면서 암에 걸렸다는 말을 했는데 경제적으로나 심리적으로 앞날이 깜깜해서 슬퍼.,1,
2924,상처,결혼을 꼭 해야 할까?,1,
2925,상처,교통사고를 당해서 다리가 불편한데 계속 나이를 먹으면서 돈 걱정이 늘어가.,1,
2926,불안,아빠가 가끔 어려운 이야기를 하실 때 이해 안 될 때가 있어서 혼란스러워.,1,
2927,상처,우리 엄마는 날마다 나한테 동생 뒤치다꺼리를 시켜.,1,
2928,분노,아내가 외출복 하나 사달라고 하여도 선 듯 못 사주니 나 자신이 비참해.,1,
2929,,힘들어하는 친구의 모습을 보면서...,1,슬픔
2930,불안,삼 차 면접 예상 질문을 작성해봤는데 그래도 너무 떨린다.,1,
2931,슬픔,남편이 가정을 얼마나 생각하는지 의문이 들어. 너무 슬퍼.,1,
2932,분노,회사에서 팀장이 이유 없이 나한테 화내는 것 같아.,1,
2933,상처,초등학교시절 친구랑 똑같은 반이 됐는데 그 친구가 반장이 됐어.,1,
2934,분노,집 나갔던 아들이 돈이 떨어졌다고 다시 돌아왔어.,1,
2935,분노,병원에서 폐암이라고 진단을 받았어. 건강 관리를 안 한 나 자신이 한심해.,1,
2936,,얼마후 사고소식듣고 충격이 얼마나 컸는지..,1,슬픔
2937,슬픔,성격이 너무 내성적이라 직장 동료와 대화를 거의 안 하다 보니 외톨이가 돼버렸어.,1,
2938,불안,결혼하고 애 낳느라 십 년이나 공백기가 있으니 채용이 안 될 것 같아 무서워.,1,
2939,분노,내 성적을 보고 웃음을 터뜨린 친구에게 정색하고 화를 냈어.,1,
2940,, 점심들 드시거나 드시기전일듯 한데 드러운얘기해서 지송 ㅠㅎ휴,1,슬픔
2941,상처,건강이 좋지 않아 일상 활동에 제약이 많은데 나는 너무 불행한 것 같아.,1,
2942,,월급 170중 120을 적금드는데 서글퍼진다.,1,슬픔
2943,슬픔,요즘 많이 무기력한 나날을 보내고 있어.,1,
2944,슬픔,간경변증으로 일을 쉰 지 오래돼서 자식한테 물려주려고 했던 집을 팔았어.,1,
2945,불안,딸이 임신사실을 통보하면서 남자친구를 집에 데리고 왔어.,1,
2946,슬픔,요즈음 코로나일구 때문에 겁이 나고 외롭고 힘들어.,1,
2947,분노,자식들한테 반찬을 해줬는데 고맙다는 말도 없이 요구만 해서 화가 나.,1,
2948,상처,다들 결혼하는데 나만 혼자인 것 같아서 걱정돼.,1,
2949,불안,노후 계획이 있냐고 묻는 친구에게 아무런 대답도 하지 못했어. 갑자기 초조해지네.,1,
2950,,매일매일 죽겠네요 ㅠㅠ,1,슬픔
2951,상처,남편이 나를 짐짝 취급해. 헌신하며 살았는데 늙으니 학대받는 것 같아서 허탈하고 걱정돼.,1,
2952,불안,요즘 애들도 찾아오지 않고 만나는 친구도 없다보니 많이 외로워. ,1,
2953,상처,아들이 나를 요양 병원에서 지내게 하고는 한 번도 찾아오지를 않네.,1,
2954,불안,나의 성적이 마음에 들지 않지만 공부가 잘 안 돼.,1,
2955,불안,내 급여가 너무 낮아서 인생을 즐기질 못하니까 점점 나태해지고 무기력해져.,1,
2956,상처,당뇨가 있었는데 나이가 드니까 더 심해져서 자식들이 걱정할 정도야.,1,
2957,상처,어제 친척언니가 나를 방에 가두고 게임을 해서 무서웠어.,1,
2958,상처,뇌경색으로 왼쪽 수족이 힘들어.,1,
2959,상처,친구가 정답인 문제를 틀렸다고 채점해서 배신감을 느껴.,1,
2960,상처,친구한테 꼭 해야 할 말이 있는데 친구가 들으면 기분 나빠하는 말이야. 그래도 해야 할까?,1,
2961,슬픔,정말 힘들어. 나는 왜 이것밖에 안되는거지 ?,1,
2962,슬픔,이번에 임신하게 됐는데 회사에서 나가래. 너무 하지 않아?,1,
2963,상처,아들의 약값이 많이 나가서 너무 부담돼.,1,
2964,, 기다리기힘들어서?,1,슬픔
2965,상처,아내가 대학원 공부할 때마다 장학금 이야기를 꺼내. 난 자신 없는데.,1,
2966,분노,요즘 다이어트를 하는데 내가 싫어하는 음식만 먹고 있어. 그래서 별로 먹고 싶지 않아.,1,
2967,상처,얼마 전 친구의 재산을 노리고 자식들이 심하게 싸웠다는 얘기를 들었는데 충격적이었어.,1,
2968,상처,학교에서 내 친구가 나를 따돌리고 배신했어. 정말 외롭고 힘들어.,1,
2969,분노,아빠는 너무 교활하고 엄마는 순진해서 화가 나.,1,
2970,슬픔,이번 기말고사 시험 범위가 너무 넓어. 무엇부터 공부할지 몰라서 머리가 마비될 것 같아.,1,
2971,분노,오늘 외식했는데 아내가 너무 비싼 곳이라고 핀잔을 주지 뭐야. 앞으로 외식 하나 봐.,1,
2972,불안,친구가 알코올 중독이라는데도 술을 끊을 의지가 없어보여서 속상해.,1,
2973,슬픔,딸이 내가 이렇게 사는 것이 창피하다는 이야기를 했어. 이런 이야기를 들으니 너무 비통해.,1,
2974,분노,남자친구와 싸웠어. 남자친구는 나에게 거짓말을 하고 친구를 만나러 나갔어.,1,
2975,,이재용 조사받는데도 삼성주가는 연일오르고 대단한기업이구만,1,슬픔
2976,상처,인생은 역시 외로워. 이젠 내 곁에 누가 남아 있을까?,1,
2977,슬픔,마트에서 일을 했었는데 나이가 많다고 그만두라고 하네.,1,
2978,분노,다른 벗에게 따돌림당하는 친구가 나보고 도와달래.,1,
2979,불안,지난 밤 교통사고를 당하고 깨어나 보니 한쪽 다리 없이 살아야 한데. 너무 혼란스럽고 걱정돼.,1,
2980,분노,오늘 회사에서 일을 못 한다고 잘렸어.,1,
2981,불안,결혼 준비하면서 참 행복했는데 날짜가 다가올수록 초조해지고 불안해져.,1,
2982,분노,내가 어렸을 때 좀 더 배웠더라면 더 멋진 사람들과 어울렸을 텐데. 다 내 탓이야.,1,
2983,불안,탈모가 진행 중인가 봐. 머리가 자꾸 빠져.,1,
2984,슬픔,나 이번에 시험을 봤는데 저번보다 평균이 이십 점이나 떨어졌어.,1,
2985,상처,필요한 서류가 있어 기관을 찾아갔는데 직원의 말을 도통 이해할 수 없어 당황스러워.,1,
2986,,성격차이로 제가먼저헤어지자고 하고 2달됫어요,1,슬픔
2987,슬픔,그 많이 따르던 후배들도 이제 초라한 나를 보고 등을 돌리네. 참 서글픈 신세로 전락했지.,1,
2988,슬픔,갑갑해. 이제 내가 더는 설 자리가 없는 거 같아,1,
2989,분노,좋은 자리가 있어서 퇴직금으로 편의점을 하나 차렸는데 앞에 슈퍼마켓에서 항의를 하네.,1,
2990,분노,나이가 드니까 체력이 예전 같지 않아서 짜증이 나.,1,
2991,불안,내가 황혼이혼을 하게 될 줄은 몰랐어. 이제 혼자 어떻게 살아가야 할지 너무 초조해.,1,
2992,상처,회사 면접에서 면접관들은 자존감 없어 보이는 내 모습이 못 미덥다고 말해서 상처받았어.,1,
2993,분노,일이 구해지지 않아서 지금 가지고 있는 부동산을 팔아야 할 것 같아. 너무 울분이 터져.,1,
2994,슬픔,딸이 말도 없이 가출했어. 딸이 하고 싶어 하는 얘기가 있었던 것 같은데 귀담아듣지 않아 후회되네.,1,
2995,,하... 나 키는 165 넘는데 다리 길이(인심)는 우리나라 여자들 평균 이하임.,1,슬픔
2996,불안,요즘 딸아이 때문에 힘이 들어.,1,
2997,상처,우리 딸 학업에 드는 비용이 만만치않아서 다른 직장을 알아봐야 할 것 같아.,1,
2998,분노,남편이 술을 진탕 먹고 온 집안에 토를 해놔서 감당이 안 돼.,1,
2999,분노,성적도 낮은데 매일 공부해야 한다는 사실이 너무 짜증나.,1,
3000,분노,내가 공부를 못해서 친척들에게 부모님이 창피해하셔서 나 자신이 한심스러워.,1,
3001,슬픔,내가 앓고 있는 이 우울증이 보통 약으로는 나을 수 없대. 너무 슬퍼.,1,
3002,상처,부모님이 자꾸 본인들이 원하는 직업을 내게 강요하셔. 내가 원하는 직업을 선택할 수가 없어.,1,
3003,상처,성전환수술을 받고 싶은데 용기가 나지 않아. 이러지도 저러지도 못하는 내가 너무 싫고 괴로워.,1,
3004,,다른 분들은 어떻게 스트레스 푸시나요?,1,슬픔
3005,불안,선생님이 갑자기 내일 부모님이 학교로 오실 수 있냐고 물어봐서 뭔가 불안해.,1,
3006,,"나 오늘 너무슬퍼왜나면,, 오늘 내일 일하면...",1,슬픔
3007,상처,부모님이 내 장래 희망을 안 좋게 보셔서 속상해.,1,
3008,슬픔,아내가 죽고 나서 삶의 의욕을 잃었어. 왜 나에게 이런 일이 생겼을까.,1,
