content,label,num_sentences
예민해지니까 동료들과 어울리는 게 어려워진 것 같아,1,1
자꾸 겉도니까 사람들이 왜 그러냐고 하더라,1,1
나도 내가 겉도는 태도가 문제라는 걸 알아,1,1
그냥 모르는 사람처럼 지내면서 일하는 거지,1,1
자꾸 모르는 사람처럼 지내는 거지,1,1
왜 자꾸 겉돌게 될까,1,1
너무 예민하게 행동하다 보니까 친구들 사이에서 겉돌게 됐어,1,1
대화할 때도 잘 끼는 걸 못해,1,1
자연스럽게 대화를 하지 못하겠어,1,1
내 친구들은 모두 결혼했는데 나만 혼자야..,1,1
고독하다 해야 하나…,1,1
더 끔찍하게 외롭고 고독한 것 같아.,1,1
고독하다…,1,1
집에 혼자 있으니 뭔가 고립된 느낌이었어.,1,1
흰머리를 뽑을 땐 마음이 쓸쓸해.,1,1
그런 생각이 드니까 삶이 쓸쓸하게 느껴지네요.,1,1
항상 쓸쓸하단 생각이 들어요.,1,1
쓸쓸해요,1,1
"이사한지 7개월인데 너무 춥고, 외로워지는 것 같아요.",1,1
"기억력이 나빠지면서, 제일 슬픈건 외로움같아.",1,1
자려고 누우면 진짜 너무 외롭고 슬퍼서 잠도 잘 못 자.,1,1
공부에 집중하려고 노력해도 자꾸 외롭고 슬프더라.,1,1
집에서 혼자만 있게 되니까 외롭고 눈물만 나와.,1,1
외로워서 잘때마다 눈물을 흘렸어요.,1,1
"갈 데가 교회 뿐인데, 교회 사람들도 내 또래가 없어서 외로워.",1,1
너무 외로워요.,1,1
이렇게 사는게 익숙한데… 요즘은 부쩍 외롭고 그래…,1,1
내가 너무 앞서가니까 외로워.,1,1
그렇지만…저도 여자고…외로우면 기댈 곳이 필요하다구요.,1,1
세상에 혼자 뚝 떨어져 있는 것 같아 외로워.,1,1
메시지나 이메일은 주고 받는데 그래도 항상 아쉬워. 외롭고.,1,2
제가 얼마나 외로운지 그 사람은 모르는 거 같아요.,1,1
나 혼자 어디 무인도에 갇혀 있는 게 덜 외롭겠어.,1,1
마음이 추워.,1,1
형이랑 엄마랑 지내다가 혼자 있으니까 조금 외롭긴 하더라고요.,1,1
혼자 있어도 외롭고 같이 있어도 외로워.,1,1
아무도 내 뒤치다꺼리 해주는 사람은 없어요. 세상 외롭네요. 정말.,1,3
외로워서 그런 것 같기도 하고.,1,1
조숙하다는 말은 들었지만 외로움도 많이 느꼈던 것 같아요.,1,1
그 때 좀 외로움을 많이 타서 더 그랬던 것 같아요.,1,1
가끔씩은 외로움이 몰려와.,1,1
아마 외로워서 더 그랬던 것 같아요.,1,1
이제 더 이상 학생이 아니라는 생각 하니까 뭔가 되게 외로웠어.,1,1
그냥..축구를 하는데도 외로웠어.,1,1
외롭다는 기분 한 번도 안 느껴봤는데 요즘엔 그게 뭔지 알 것 같아.,1,1
나는 그런 편이 없다는 생각이 계속 들어서 요즘 외로워.,1,1
다 커서 이렇게 외로움을 느끼는 게 웃기기도 한데 정말… 좀 그래서…,1,1
아무도 내 맘은 몰라주는 것 같아… 너무 외롭고 서럽다.,1,1
처음에는 아무렇지 않았는데 시간이 지날수록 외롭다는 게 뭔지 알 것 같아.,1,1
요즘 너무 외로워…,1,1
외롭다는 감정이 뭔지 잘 몰랐는데 그게 뭔지 알 것 같더라구요.,1,1
근데 한 한 달 전부터 문득 외롭다는 생각이 드는 거예요.,1,1
원래 외로움 안 탔는데 요즘에는 문득 외롭다는 생각이 들어요.,1,1
아무튼 그래서 지금도 좀 많이 외로워.,1,1
요즘은 너무 외롭다는 생각도 들어.,1,1
외로운 적도 많았어.,1,1
항상 외롭다는 생각을 하긴 했지.,1,1
근데 그렇게라도 안 하면 너무 외로울 것 같아.,1,1
계속 벽을 치고 그러다 보니까 계속 외로워져요.,1,1
그러다 보니까 점점 기댈 사람이 없어서 외롭고…,1,1
그거 때문에 그런지 중고등학교 때부터 외로웠어요.,1,1
같이 있어도 항상 외롭다는 기분이 들었어요.,1,1
나 혼자 있는 게 지독하게 외로워.,1,1
나는 그저..친구가 필요했어.,1,1
남자친구가 있어도 일년에 몇번밖에 못보니까 외롭더라구.,1,1
너무 외로웠어.,1,1
솔직히 외롭긴 해요.,1,1
미친듯이 외로워.,1,1
여기 살면서 외로움을 되게 많이 탔어요.,1,1
떠올리면 외롭다는 생각밖에 없었거든요.,1,1
아무리 가족들이 있어도 항상 외로웠어.,1,1
근데 너무 외롭다는 생각만 들어요.,1,1
한국에 있으면 너무 외로워져…,1,1
되게… 외롭다는 생각을 해요.,1,1
근데 그러다가도 내가 외로울 땐가 싶어요.,1,1
외로워 할 시간에 공부나 해야지 싶고.,1,1
나만 다른 사람들이랑 다른 건가 싶어서 외로움을 느낄 때도 있었어요.,1,1
외롭다…,1,1
나도 외롭다고~!,1,1
그게 편한 것 같으면서도 한편으론 외로울 때가 있긴 해,1,1
맨날 만나는 게 손님 아니면 사장님이라 외롭다는 생각이 부쩍 많이 들어.,1,1
외로움을 잘 타요,1,1
친구들과 어울리고 집에 오면 너무 외로워요,1,1
계속 가족들이랑 떨어져 있어서 외로운데 또 한국에서 대학 다니긴 싫거든요.,1,1
가족이라도 옆에 있으면 좋을 것 같은데 아무도 없으니까 더 그런 것 같아.,1,1
"외롭지 않으려고 결혼을 한 건데, 오히려 더 외로워진 거 같아요.",1,1
결혼을 잘못한 것 같아서 너무 외롭고.. ,1,1
근데 혼자 집에서 계속 공부만 하다보니까 점점 외로워지는거야.,1,1
시간이 갈수록 점점 외롭고 공허했어요.,1,1
내가 사랑했던 사람들은 모두 나를 외롭게 만들었어.,1,1
한국으로 오니까 막상 내가 더 외로운거야.,1,1
남편이 있어도 외로움은 사라지지 않았어요.,1,1
처음엔 그러려니 했는데 점점 남편 없는 시간이 길어질수록 외롭더라구요.,1,1
대전에는 친구도 없어서 처음에 너무 외로웠어.,1,1
낯선 해외에서 의지할 사람이 없으니까 외로워요.,1,1
상처받기 싫어서 거리를 두지만 외로운 건 똑같아.,1,1
친구도 없고 누구 사귀는 것도 어려워서 외롭고…,1,1
대놓고 괴롭히진 않았는데 같은 반 애들이 저한테 말도 별로 안 걸고… 학교 나가면 되게 외로웠어요.,1,1
아이들은 빨리 자라니까 독립하고 결혼하면 정말로 혼자겠다..,1,1
핸드폰을 확인해도 아무런 연락이 없으면 더 쳐지는 것 같아요.,1,1
그렇게 살면서 가끔 밤에 되게 외롭단 말이야.,1,1
밤에는 더 외로워.,1,1
많이 외로웠지만…병원 다니고 약 먹으면서 버텼어.,1,1
뭔가 이러면서 점점 더 외로워지는 것 같은데 그래도 사람은 못 믿겠고…,1,1
요즘 들어 왜 이렇게 외롭고 불안한지 모르겠다…,1,1
내 편을 들어주는 사람이 단 한 명만 있어도 행복할 거 같아.,1,1
나만 꿈이 없는 거 같아서 외로움.,1,1
거기에서 친구가 없는 것도 아니고 사회 생활 할 거 다 하는데… 그래도 외로워요.,1,1
근데 나중에 받을 상처보다는 외로운게 나아요.,1,1
서울에는 친구들이 거의 없어서 좀 외로웠어요.,1,1
외로워서 원나잇도 많이 하고… 그랬거든요.,1,1
혼자 있는게 너무 싫고 외로워.,1,1
육아도 저 혼자해서 더 외롭고 집안일도 하기 싫어요.,1,1
아무래도 어렸을 때 항상 혼자 있어서 이렇게 외로워 하는 것 같아.,1,1
친한 친구들도 다 파주에 있는데… 만날 사람도 없고.. 외로워요.,1,2
같이 밥 먹을 친구도 없어서…너무 외로웠던것 같아.,1,1
친구도 없으니까 얘기할 사람도 없어서 항상 외롭고…,1,1
그래서 여기에 친구가 한 명도 없으니까 좀 외로워.,1,1
근데 최근에 자취 시작하면서 외로운 게 더 심해진 것 같아요.,1,1
나름 영어도 들리고 학교생활도 적응했지만 너무 외로웠어요.,1,1
9년 동안 하루도 외롭지 않았던 적이 없었어.,1,1
항상 집에 혼자 있어서 외롭긴 했죠.,1,1
나를 집에 혼자 두는 시간이 많아졌어.,1,1
형이 중간 중간 휴가를 나오긴 했지만 그래도 너무 외로웠어.,1,1
학교에 수업 들으러 갈 때도 외롭고 집에 혼자 있을 때면 제일 외로워.,1,1
그렇게 혼자 지내다 보니까 다시 또 외롭다는 생각이 들었어.,1,1
늘 혼자 있으니까 외로웠어요.,1,1
혼자 있는게 너무 외로웠어.,1,1
뭐든지 다 혼자 하니까 좀 외롭다는 생각도 들고...,1,1
혼자 있으면 또 외롭다는 생각을 해요.,1,1
근데 그래도 아무도 말 안 걸고 혼자 있게 되면 외롭고…,1,1
너무 외롭고 힘들어요…,1,1
혼자라 외롭고 말도 잘 안 통하고 그러니까 불안해질까봐 걱정돼서요.,1,1
마음이 공허하고 외로워.,1,1
"요새 내가 그래, 외롭고 공허해.",1,1
"너무 외롭기도 했지만, 버텼어요.",1,1
힘들고 외로운 시간이었어.,1,1
내편은 하나도 없는 것 같아서 외롭고 힘들어.,1,1
저 군중사이에 섞일 수 없다...,1,1
집에 혼자 있는 시간이 길어지니까 너무 힘들었어. 밤에 혼자 자는 것도 무섭고…,1,2
외롭고. 공허해서 계속 먹어.,1,2
밤에 잠도 못 자고 외로워하면서.,1,1
맨날 외롭다는 생각에 밤마다 잠도 안 오고… 너무 힘들다.,1,1
세상에 나만 남겨진 것 같고… ,1,1
정신 차리라고 윽박지르기만 하지 진심으로 날 걱정해준 사람은 없었어.,1,1
이 세상에 저 혼자 남은 기분이에요.,1,1
아무도 내 편이 없어요.,1,1
남는 사람만 남는다고 하나둘씩 떠나갈수록 가슴이 너무 아파와요.,1,1
나만 어디 버려져 있는 느낌이에요.,1,1
세상에 저 혼자 있는 거 같아요.,1,1
사람 많은 곳에 서 있으면 나만 뚝 떨어진 느낌? 마치 버려진 느낌이 들어요.,1,1
사람들 사이에 있으면 나만 버려져 있는 거 같아요.,1,1
내 옆엔 아무도 없어.,1,1
세상에 내 편이 아무도 없어.,1,1
기댈 곳이 없어서 눈앞이 깜깜할 때가 있어.,1,1
누군가 나를 좀 이해해줬으면 좋겠어요.,1,1
세상에 저 혼자만 있는 거 같아요.,1,1
저를 도와줄 사람이 아무도 없는 거 같아요.,1,1
세상에 나만 혼자인 것 같아.,1,1
그냥 세상 혼자인 기분이야.,1,1
진짜 내편은 세상 어디에도 없는것 같아.,1,1
아무도 내 곁에 있어주지 않아..,1,1
그런데 주위엔 아무도 없더라고요.,1,1
세상에 혼자 남겨진 기분이라…,1,1
혼자가 되고 싶은데 친구는 필요해.,1,1
왜 그렇게 외톨이 타입이 됐는지는 모르겠어.,1,1
하지만 다시 혼자가 되는 게 편했어.,1,1
"나는 이게 편한 건가, 혼자이고 싶은 건가, 생각하게 됐어.",1,1
그러다 보니까 사람들 틈에 있어도 나 혼자 있는 기분이야.,1,1
진짜 이 가족에서 저만 혼자인 것 같고 너무 외로워요.,1,1
하지만 내 곁에는 아무도 없어.,1,1
저를 도와줄 사람은 아무도 없는것 같아요.,1,1
같이 있어도 남 같고…뭔가 저 혼자 세상에 붕 떠있는 느낌이에요.,1,1
세상에 저 혼자 남은 기분이 들었어요.,1,1
의지할 곳 하나 없고.,1,1
세상에 혼자 버려진 느낌이었거든요.,1,1
기댈 곳 하나 없이 세상에 저만 남겨진 기분이고...,1,1
혼자 병원 온 사람은 나밖에 없더라.,1,1
나만이 나를 위로해.,1,1
이렇게 나를 혼자 두는 건가요.,1,1
위로가 되는 사람이 아무도 없다.,1,1
혼자 남겨진 기분이에요.,1,1
아무도 내 마음을 몰라주네.,1,1
아무도 나를 안 알아주는 거 같아.,1,1
세상에 나 혼자 있는 거 같다.,1,1
이 지구에 나만 존재하는 거 같아.,1,1
남편이 화를 내니까 이제 내편은 아무도 없는거같고.,1,1
"그냥 나는 혼자구나, 싶은 생각에 밤거리를 걸었어.",1,1
사람이 많이 있는 곳에 가면 나만 혼자 버려진 기분이 들어요.,1,1
세상에 진짜 내편이 없는 기분 아세요? ,1,1
세상에 저 혼자 뚝 떨어진 기분이에요.,1,1
핸드폰에 연락 오는 사람들도 없어서 부정적인 생각을 하게 돼.,1,1
너무 슬픈 상황이 왔을 때 세상에는 나 혼자 뿐이니까.,1,1
소외감이 느껴져.,1,1
나만 혼자인 것 같은 기분이 들어요.,1,1
나만 혼자 버려진 기분도 들어요.,1,1
세상에 나 혼자뿐인 것 같아.,1,1
아무도 돌봐주지 않고 알아주지 않아요.,1,1
이런 애길 하면 아무도 이해를 못해주지만요.,1,1
아무도 나를 응원해주는 사람이 없었거든.,1,1
이 집에서 나만 외부인 같은 느낌이에요.,1,1
"얹혀사는 기분이고, 가족이 아닌 사람 같아요.",1,1
세상에 맘 편히 기댈 수 있는 곳이 하나도 없다는 생각이 들었어요.,1,1
아무도 날 알아주지 않아.,1,1
마음이 너무 힘든 거야. 기댈 상대가 있었으면 좋겠다는 생각을 했어.,1,2
나도 힘들게 선택한 길인데…아무도 지지를 안 해주니까..지친다.,1,1
"말할 곳도 없고, 너무 힘들어요.",1,1
밥을 혼자 먹어야 한다는게 가장 힘들어요.,1,1
의존할 데도 없어서 더 힘들었던 것 같아요.,1,1
하튼 이 세상에는 날 이해해주는 사람이 없어.,1,1
하소연 할데도 없고..,1,1
"나도 내가 이해가 안되는데, 누가 나를 이해하겠어.",1,1
아무도 날 이해해주지 않아.,1,1
이런 잡생각 없이 그냥 열심히 살고 싶은데.. 부쩍 마음이 울적하네요.,1,2
그 후부터 이따금 자려고 누우면 되게 울적한 거야.,1,1
근데 가끔 좀 예전 생각 때문에 울적하긴 해.,1,1
저는 다시 울적한 기분에서 벗어날 수 없이 되어버렸어요.,1,1
가끔씩 울적해지기도 하구요.,1,1
울적하네…,1,1
갱년기라고 생각하니까 마음이 울적해.,1,1
센치한 영화를 보면 더 울적해.,1,1
그리고 저랑 나이 차이도 별로 안 나는 딸이 있다는 거 아니까 되게 울적해져요.,1,1
회사 처음에 들어가서 일할 때는 좋았는데 졸업하고 나니까 되게 울적하더라.,1,1
기분이 울적하면 식욕이 있든 없든 막 먹게 돼,1,1
하루종일 기분이 울적해.,1,1
저도 적적하잖아요.,1,1
너무 조용해서 세상에 저만 남겨진 기분이었어요.,1,1
어 너무 혼자있어야돼,1,1
오늘도 외롭다,1,1
어떻게하면 안 외롭지?,1,1
맨날 혼자 있어야돼,1,1
그건 아닌데 혼자있는 시간이 너무 길어,1,1
너무 외로운데 운동하면 나아질까,1,1
나만 못 어울리는 거 같아,1,1
나만 다른 사람들이랑 어울리지를 못하는 거 같아,1,1
사람들 사이에서 겉도는 느낌이야,1,1
첫째 아이 유산했을 때만 생각하면 너무 화가 나는 거야,1,1
직장 때문에 화가 나,1,1
직장 상사 때문에 속에서 불이 나,1,1
와 진짜 뚜껑 열리는 것 같아,1,1
임산부 석 뺏길 때마다 그렇게 화가 날 수 없는 것 같아,1,1
남편만 보면 너무 화가 나,1,1
꼭지가 돌 것 같아,1,1
남편이 회식할 때마다 꼭지가 도는 것 같아,1,1
신랑이 늦게 들어오면 이성이 없어져요,1,1
몸이 힘들어서 그런지 사소한 일에 자꾸 화가 나는 것 같아,1,1
요즘 감정이 들쑥날쑥 하고 안 좋은 일들이 자꾸 생각나면서 화를 막 내,1,1
성을 안 낼 수가 없는 것 같아,1,1
신랑이 그렇게 행동할 때마다 진짜 못마땅한 거야,1,1
남편이 그렇게 행동할 때 기분이 언짢아,1,1
한 번 화를 내면 아무도 못 말려,1,1
화병이 생긴 것 같아,1,1
진짜 정신 나간 것처럼 화를 내고 있다니까,1,1
미친 듯이 화를 내고 나서 후회해,1,1
출산만 생각하면 막 너무 화가 나,1,1
내 화가 주체가 안 돼,1,1
내 화를 주체 못하겠어,1,1
한번 화가 나면 속에서 온갖 욕이란 욕은 다 하는 것 같아,1,1
속에서 펄펄 끓는 것 같아,1,1
그냥 폭발하는 거지,1,1
이성을 잃으면서 화를 내는 것 같아,1,1
화를 낼 때 아주 돌아버릴 것 같다니까,1,1
내가 내 화를 주체할 수가 없어요,1,1
미친년처럼 화를 내고 있어,1,1
작은 일에도 성을 내고 있어,1,1
정말 사소한 일에도 화가 치밀어 올라요,1,1
성질이 너무 확 뻗쳐서 이성을 잡고 있기가 힘들어,1,1
한번 화가 나면 이성을 잡고 있는 게 힘들어요,1,1
화가 나는 감정을 못 죽이겠어,1,1
패버리고 싶어요,1,1
사람 바로 앞에서 무시하면 진짜 때리고 싶어져요,1,1
 때리고 싶었어요,1,1
욕 나올 뻔했어,1,1
자꾸 욱해서 욕이 나올 것 같아,1,1
자꾸 욱해요,1,1
계속 욱한 게 지속되는 것 같아요,1,1
그 자리를 다 엎어버릴 뻔했잖아,1,1
그 자리를 다 엎어버리고 싶었어,1,1
온갖 물건들을 다 부수고 싶다니까,1,1
화병이 생길 것 같아,1,1
갑자기 화가 막 치밀어 올라,1,1
화를 많이 내니까 후회돼서 또 울고,1,1
막 화낸 게 미안해서 또 울어,1,1
마음 속에 용암이 막 난리를 치는 것 같아,1,1
속에서 화딱지가 나는 걸 어떻게 할 수가 없어요,1,1
매일 그런 건 아니고 가끔씩 이성을 잃고 화를 내요,1,1
최근에는 매일 그렇게 화를 내는 것 같아,1,1
화가 났다가 안 났다가 났다가 해,1,1
화가 불처럼 났다가 또 금방 사그라드는 것 같아,1,1
홧김에 말실수를 너무 많이 하는 것 같아,1,1
홧김에 실언을 많이 하는 것 같아,1,1
화가 나서 너무 힘들어,1,1
모든 사람들이 다 나한테 시비를 거는 것 같아,1,1
전부 내 신경을 긁는 것 같아,1,1
이래라 저래라 할 때마다 너무 화가 나,1,1
왜 내가 이렇게 고생해야 하지 자꾸 화가 나는 거에요,1,1
화가 나는데 참으니까 더 힘든 거야,1,1
내가 왜 이 모든 걸 감당해야 하지 그런 생각이 들어서 컨트롤이 안 돼,1,1
싫은 사람 생각만 해도 막 부글부글 끓는 것 같아,1,1
왜 이렇게 화가 나는 건지 알 수가 없으니까 너무 괴로워,1,1
어쩐지 막 갑자기 화가 났어,1,1
갑자기 화날 때가 많았어,1,1
그냥 주변에 있는 모든 걸 다 부셔버리고 싶어,1,1
별일 아닌데도 화가 나요,1,1
아무 일도 아닌데 화가 나,1,1
왜 요즘 자꾸 화가 나지,1,1
자꾸 주변에 화를 내게 돼,1,1
임신기간이 너무 힘드니까 애를 원망하게 돼,1,1
너무 힘드니까 뱃속 아기를 증오하게 돼,1,1
직장 동료들 진짜 원망스러워,1,1
신랑이 조금이라도 연락이 늦으면 원망하게 된다,1,1
시어머니가 원망스러워,1,1
자꾸 아무 잘못 없는 남편을 탓하게 되는 것 같아,1,1
어떻게 지가 나한테 이럴 수 있나 싶어서 원망만 느는 것 같아,1,1
남편만 보면 진짜 이혼하고 싶어,1,1
매일 내가 참고 지내는 거지,1,1
정말 꾹 참고 살아,1,1
이젠 속병이 생길 것 같아,1,1
속앓이가 너무 심해,1,1
속앓이가 심해지고 있어,1,1
그 사람 얼굴만 보면 화딱지가 나요,1,1
기다려왔던 아이가 아니라서 원망만 들어,1,1
신랑이 그렇게 원망스러울 수 없어,1,1
속앓이를 하고 있어,1,1
시댁문제로 싸워야 할 것 같아,1,1
시어머니는 다신 보고 싶지 않아,1,1
그런 사람은 상종하기 싫어,1,1
남편이랑 말도 하기 싫은 거야,1,1
그냥 다 때려 치고 싶고 남편 원망만 늘어가는 것 같아,1,1
아기를 생각하면 이쁜 생각만해야 하는데 목소리도 듣기 싫어,1,1
대체 어떻게 나한테 그럴 수 있지 싶으면서 그냥 이혼하고 싶어,1,1
이러면 안 되는데 모든 게 원망스럽고 짜증나는 것 같아,1,1
개 때리고 싶어,1,1
밟아버리고 싶어요,1,1
진짜로 그런 사람들 개 무시하고 싶어,1,1
진짜 인간이 어떻게 나한테 그렇게까지 할 수 있는 건지 모르겠어,1,1
그 사람이랑은 못 살 것 같아,1,1
예민해서 그런지 집안일 하는 것도 완전 개 짜증나고 다른 사람 탓하고,1,1
내가 힘든 게 다 남편 탓 같아,1,1
나는 이렇게 힘들고 몸도 다 망가졌는데 자기 혼자 멀쩡한 남편 얼굴을 보고 싶겠냐고,1,1
진짜 신랑이 야속한 것 같아,1,1
그렇게 야속할 수가 없어,1,1
세상에서 제일 짜증나는 건 남편이야,1,1
매일 그런 건 아니고 가끔 원망스러워,1,1
왜 그렇게 모든 게 속 터지냐,1,1
아무것도 아닌 일에도 이렇게 원망스럽지,1,1
왜 이렇게 짜증날까,1,1
사소한 문제로 그렇게 짜증이 나는 거야,1,1
밤만 되며 분노가 차올라,1,1
원망스러워서 잠도 안 오는 것 같아,1,1
대화를 하면 할수록 그렇게 속이 터져,1,1
아무리 원망의 눈초리를 보내도 모른다니까,1,1
매일 짜증나고 답답한데 어떻게 이런 내 마음을 몰라줄 수 가 있는지,1,1
말을 하면 할수록 상종하기 싫어지고 스트레스만 느는 것 같아,1,1
너무 원망스러워서 소리까지 질렀어,1,1
계속 참다가 터져서 막말을 해버렸어,1,1
꾹 참다가 원망스러운 마음에 욕했어,1,1
너무 짜증나고 이해할 수 없어서 잠도 못 자겠어,1,1
임신하고 나서 짜증이랑 불만만 는 것 같아,1,1
모든 사람이 다 원망스러워,1,1
주위사람들도 짜증이 엄청 늘었다고 하더라,1,1
짜증내는 게 도가 넘어서 명상을 하려고 해,1,1
잃은 게 많아서 그런가 자꾸 원망을 하게 돼,1,1
의사가 원망스럽고 정말 지옥 같아,1,1
종일 힘은 하나도 없고 원망스러운 얼굴들만 생각 나,1,1
바쁘다고 하니까 그렇게 원망스러울 수가 없더라,1,1
정말 꼴도 보기 싫어,1,1
챙겨주는 것도 없고 뜯어 죽이고 싶어,1,1
남들을 자꾸 원망하고 싶어져요,1,1
조금 투덜댔더니 훅 하고 가버리더라,1,1
내 몸이 힘드니까 불만이 생기는 것 같아,1,1
나만 당하는 느낌이고 참는 것 같아서 화가 났어,1,1
속이 터져서 불만이 느는 것 같아,1,1
원했던 임신이 아니라서 분노가 생기는 것 같아,1,1
임신도 원해서 한 게 아니니까 화가 안 나는 게 이상하지,1,1
하나부터 열까지 다 마음에 안 들고 내 심경을 건드릴 수가 있을까,1,1
어떻게 그렇게 마음에 안 드는 짓만 하고 날 빡 치게 하는 거지,1,1
날 화나게 하고선 말도 안 들으니까 더 빡 쳐,1,1
대화가 안 되니까 속에서 자꾸 쌓여요,1,1
신랑이 너무 답답하고 짜증나는 감정이 안에서 자꾸 쌓이고 있어,1,1
자꾸만 신랑에 대한 불만이 쌓여,1,1
내가 생각한 결혼은 이게 아니었는데…이런 생각이 자꾸 드는 것 같아,1,1
내가 원했던 생활이랑 전혀 달라서 힘든 것 같아,1,1
나와 약속했던 걸 하나도 지키지 않는 신랑을 보면 피가 거꾸로 솟아,1,1
내가 왜 이런 남자와 결혼했나 싶어,1,1
호르몬 때문인지 작은 일에도 너무 스트레스 받는 것 같아,1,1
시댁에 대한 불만도 쌓이고 자꾸 싫어져,1,1
어떻게 나한테 그렇게 말할 수 있는 건지 도무지 이해가 안 가,1,1
진짜 대화하다 보면 짐 싸서 어딘가로 도망가고 싶어,1,1
아기한테는 미안하지만 정말 이혼생각이 들어,1,1
힘들다고 말하는 게 늘어나다 보니까 자꾸 싸워서 힘들어,1,1
울분이 나는 걸 표현해도 이해해주지 않아요,1,1
모든 게 다 힘든데 말할 수가 없어서 더 쌓이는 것 같아,1,1
이해해주지 않을 것 같아서 불만이 생겨도 표현하기가 어려워요,1,1
쌓이는 게 자꾸 커져서 잠을 못 자겠어,1,1
혼자 있을 때 남편 싫은 점들이 더 생각나고 힘들어,1,1
이해하려고 해도 계속 마음에 걸려요,1,1
문제점들이 자꾸만 생각나서 돌아버릴 것 같아,1,1
요새 빡 치는 문제들 천지라서 진짜 야마가 도는 것 같아,1,1
신랑을 한번 말하면 알아듣는 사람이 아니라서 자꾸 속이 터져,1,1
화가 나는 문제점들이 해결이 안 되니까 너무 스트레스야,1,1
인간관계 속에서 서운한 게 쌓이니까 화를 못 참겠어,1,1
나는 맨날 참고만 사는 것 같아,1,1
맨날 참고 사니까 아이한테도 안 좋을 것 같아요,1,1
이렇게 참고 사는데 신랑을 신경도 안 써주니까 꼭지가 도는 것 같아,1,1
왜 나만 이렇게 속 터져야 하는지 화가 나 죽겠어,1,1
이렇게 참고 살다간 속병 올 것 같아,1,1
시어머니가 참견하는 거 너무 싫다고 말하고 싶어,1,1
시어머니가 관여하는 거 싫은 게 당연한 거 아니야?,1,1
내 입장도 아니면서 어떻게 그렇게 속 편하게 말할 수 있는지 화나는 거야,1,1
불만이 생겨도 잘 티를 안 내게 돼,1,1
힘들 때마다 투정도 못 부리는 것 같아,1,1
그냥 나만 참고 사는 것 같아,1,1
속에서 불이 나고 원 없이 투정이라도 부리고 싶어요,1,1
책 읽고 뜨개질해도 마음이 답답해,1,1
화가 나서 한마디하고 싶다가도 꾹 참으니까 더 정신병오는 것 같아,1,1
항상 져주고 이해하는 건 나만 그런 것 같다는 생각이 들어,1,1
나도 한번쯤은 투정부리고 싫은 소리해도 괜찮은 거 아닌가 분해,1,1
내가 매번 을인 것 같아서 분해요,1,1
왜 작은 투정도 받아주지 않는지 너무 화나,1,1
책을 읽다가도 화나는 일이 막 생각나,1,1
멀쩡하게 생활하다가도 울분이 자꾸 터지는 것 같아요,1,1
입덧 때문에 고생하지 않는 사람이 아는 척하니까 진짜 분노폭발,1,1
내 입장도 되어본 적 없으면서 말을 쉽게 하니까 속에서 불이 나지,1,1
불만을 자꾸 말하게 되니까 오빠랑 더 사이가 안 좋아지는 것 같아,1,1
아주 사소한 일도 마음에 안 들고 불쾌해,1,1
내 입장을 전혀 고려하지 않으니까 싸울 것 같아,1,1
진짜 나처럼 고생하면 그렇게 말할 수 없을 텐데 새삼 답답해,1,1
나만 고생하는 것 같고 이런 내 고생을 몰라주는 것 같아,1,1
나도 모르게 화가 나고 쏘아붙이는 말이 습관화 되는 것 같아,1,1
남편이 미워죽겠어,1,1
시험관 5번 만에 힘들게 임신했는데 남편 하는 말마다 너무 밉고 거슬려,1,1
입덧으로 힘들 때 말 한마디 안 걸어주니까 자꾸 미워지더라고,1,1
난임 상태였을 때도 그렇게 미웠어,1,1
행복해야만 하는 시기에 시댁이 자꾸 미워져요,1,1
함께 힘든 걸 나누는 느낌이 아니라서 자꾸 미워지는 것 같아 ,1,1
입덧 때문에 몸이 힘드니까 괜히 신랑이 미워지나 봐,1,1
나와 달리 잠만 잘 자는 남편만 보면 미워 보여,1,1
"술도 못하고 담배도 못하는 날 두고 술, 담배 하는 게 너무 밉잖아",1,1
시댁식구들이 너무 자주 와서 이젠 남편을 싫어져,1,1
이유 없이 막 미워져,1,1
이유는 모르겠는데 그냥 미워,1,1
안 미워할래 도 안 미워할 수가 없어요,1,1
시어머니는 정말 싫어,1,1
엄마도 자꾸만 밉고 회사 사람들도 너무 미운 거야,1,1
도무지 날 배려해주지 않으니까 회사사람들이 엄청 미웠어,1,1
제대로 진료를 봐주지 않는 것 같아서 의사선생님이 싫어요,1,1
남편 직장 동료가 미운 짓만 골라해서 스트레스 받아,1,1
신랑이 말 할 때마다 쥐어박고 싶어,1,1
시어머니가 말할 때마다 입을 틀어막고 싶어,1,1
계속 미워지는 걸 어떡해,1,1
자꾸 미워지는 걸까,1,1
계속 밉상이면 어떡하지,1,1
앙금이 남아,1,1
유독 미운 짓만 하니까 어쩔 수가 없어,1,1
세상 그렇게 미울 수가 없어,1,1
예쁜 짓을 하나도 안 해,1,1
어떻게 그렇게 미운 짓만 골라서 하는지 모르겠어,1,1
어쩜 그런 미운 짓만 하는지 이해가 안 돼,1,1
예뻐하고 싶어도 예뻐할 수가 없잖아,1,1
왜 그렇게 얄미운 짓만 하는지 모르겠어,1,1
내 안에 미움이 너무 커져서 아이에게도 영향이 갈까 봐 걱정이야,1,1
패고 싶을 만큼 미워,1,1
때리고 싶을 만큼 미운 것 같아,1,1
더 이상 말하기도 싫고 남편이 자꾸 싫어지는 것 같아,1,1
